%% LaTeX2e file `mat_cel.data'
%% generated by the `filecontents' environment
%% from source `report' on 2013/01/06.
%%
#Iterations Time [ms]
0 0
500 868
1000 1706
1500 2558
2000 3339
2500 4191
3000 5060
3500 5959
4000 6864
4500 8016
5000 8767
