%% LaTeX2e file `mat_our.data'
%% generated by the `filecontents' environment
%% from source `report' on 2013/01/06.
%%
#Iterations Time [ms]
0 0
500 3656
1000 7155
1500 10525
2000 13935
2500 17940
3000 21450
3500 25819
4000 30381
4500 35894
5000 41693
