%% LaTeX2e file `jam_cel.data'
%% generated by the `filecontents' environment
%% from source `report' on 2013/01/06.
%%
#Iterations Time [ms]
0 0
500 270
1000 522
1500 770
2000 1023
2500 1279
3000 1547
3500 1821
4000 2098
4500 2383
5000 2670
